CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION
03/25/2016,Completed,03/28/2016,16-02017302,Pothole in Street,Final Outcome,Pothole Patched,161,1600 S LAFLIN ST,60608,1166635.43250835,1892156.47679164,25,12,31,,41.85959869767849,-87.66395288488546,"(41.85959869767849, -87.66395288488546)"
03/25/2016,Completed,03/28/2016,16-02014477,Pothole in Street,Final Outcome,Pothole Patched,17,430 N OGDEN AVE,60642,1167576.18542774,1903153.60769677,27,12,24,,41.88997911475344,-87.6600818007465,"(41.88997911475344, -87.6600818007465)"
03/25/2016,Completed,03/28/2016,16-02011416,Pothole in Street,Final Outcome,Pothole Patched,3,1600 S HOMAN AVE,60623,1153963.04187218,1891834.57429514,24,10,29,,41.85893096162254,-87.71047687873782,"(41.85893096162254, -87.71047687873782)"
03/25/2016,Completed,03/28/2016,16-02011209,Pothole in Street,Final Outcome,Pothole Patched,23,3500 W WILSON AVE,60625,1152224.35883015,1930345.49140177,33,17,14,,41.96484628407435,-87.71576030758153,"(41.96484628407435, -87.71576030758153)"
03/25/2016,Completed,03/28/2016,16-02010706,Pothole in Street,Final Outcome,Pothole Patched,1,6900 N OLEANDER AVE,60631,1125107.61580966,1945216.98121556,41,16,9,,42.006130954916486,-87.81521554243798,"(42.006130954916486, -87.81521554243798)"
03/25/2016,Completed,03/28/2016,16-02010630,Pothole in Street,Final Outcome,Pothole Patched,47,4708 S WOOD ST,60609,1165140.75058706,1873473.35169587,15,9,61,10,41.80823852810963,-87.66996667743958,"(41.80823852810963, -87.66996667743958)"
03/25/2016,Completed,03/28/2016,16-02009795,Pothole in Street,Final Outcome,Pothole Patched,10,5610 S NATCHEZ AVE,60638,1134007.12722374,1866648.38247262,13,8,56,,41.790089756786195,-87.78431612103057,"(41.790089756786195, -87.78431612103057)"
03/25/2016,Completed,03/28/2016,16-02008394,Pothole in Street,Final Outcome,Pothole Patched,8,218 W 18TH ST,60616,1175156.25370649,1891530.73660027,25,9,33,,41.857852875100036,-87.63267318688143,"(41.857852875100036, -87.63267318688143)"
03/25/2016,Completed,03/28/2016,16-02005759,Pothole in Street,Final Outcome,Pothole Patched,16,1842 S WASHTENAW AVE,60608,1158655.10998149,1890866.42991597,24,10,29,,41.856156232962206,-87.69327727986247,"(41.856156232962206, -87.69327727986247)"
03/25/2016,Completed,03/28/2016,16-02005131,Pothole in Street,Final Outcome,Pothole Patched,45,8009 S AVALON AVE,60619,1185936.32618908,1852141.67916907,8,4,45,,41.749258082969966,-87.5940735886891,"(41.749258082969966, -87.5940735886891)"
03/25/2016,Completed,03/28/2016,16-02003634,Pothole in Street,Final Outcome,Pothole Patched,4,2500 N GREENVIEW AVE,60614,1165902.28750771,1916695.06621695,32,19,7,,41.92704013177026,-87.66594685555648,"(41.92704013177026, -87.66594685555648)"
03/25/2016,Completed,03/25/2016,16-02006155,Pothole in Street,Final Outcome,Pothole Patched,19,2101 W 107TH ST,60643,1164199.86988411,1833651.53439056,19,22,75,,41.69904296186418,-87.67440634195874,"(41.69904296186418, -87.67440634195874)"
03/25/2016,Completed,03/25/2016,16-02006131,Pothole in Street,Final Outcome,Pothole Patched,19,2000 W 107TH ST,60643,1165072.16520062,1833681.87928772,19,22,72,,41.69932643300301,-87.67128228652973,"(41.69932643300301, -87.67128228652973)"
03/25/2016,Completed,03/25/2016,16-02006121,Pothole in Street,Final Outcome,Pothole Patched,11,1909 W 107TH ST,60643,1165369.86001542,1833692.52928022,19,22,75,,41.69912489415281,-87.67036568514219,"(41.69912489415281, -87.67036568514219)"
03/25/2016,Completed,03/25/2016,16-02006016,Pothole in Street,Final Outcome,Pothole Patched,13,8525 S KENWOOD AVE,60619,1186524.90751711,1848701.60400995,8,4,45,50,41.74001603571804,-87.59201930915616,"(41.74001603571804, -87.59201930915616)"
03/25/2016,Completed,03/25/2016,16-02005961,Pothole in Street,Final Outcome,Pothole Patched,19,8400 S KENWOOD AVE,60619,1186719.08663285,1849530.12937782,8,4,45,,41.74213939075745,-87.5915824551096,"(41.74213939075745, -87.5915824551096)"
03/25/2016,Completed,03/25/2016,16-02005949,Pothole in Street,Final Outcome,Pothole Patched,21,8300 S KENWOOD AVE,60619,1186650.7159761,1850223.80520792,8,4,45,,41.74409071061398,-87.59181222402492,"(41.74409071061398, -87.59181222402492)"
03/25/2016,Completed,03/25/2016,16-02005536,Pothole in Street,Final Outcome,Pothole Patched,21,1809 W 46TH ST,60609,1165024.17570151,1874188.51697946,15,9,61,10,41.810264414414235,-87.67030292786036,"(41.810264414414235, -87.67030292786036)"
03/25/2016,Completed,03/25/2016,16-02005520,Pothole in Street,Final Outcome,Pothole Patched,36,1809 W 45TH ST,60609,1165005.98582558,1874851.28317346,15,9,61,,41.81208332115529,-87.67035003973413,"(41.81208332115529, -87.67035003973413)"
03/25/2016,Completed,03/25/2016,16-02005519,Pothole in Street,Final Outcome,Pothole Patched,5,1809 W 44TH ST,60609,1164988.99642003,1875513.00866706,15,9,61,,41.813899807217815,-87.67039420574741,"(41.813899807217815, -87.67039420574741)"
03/25/2016,Completed,03/25/2016,16-02014151,Pothole in Street,Final Outcome,Pothole Patched,12,900 N KEDZIE AVE,60651,1154870.74632613,1905907.69150351,27,11,23,,41.89756564666033,-87.70676875564806,"(41.89756564666033, -87.70676875564806)"
03/25/2016,Completed,03/25/2016,16-02014128,Pothole in Street,Final Outcome,Pothole Patched,4,800 N KEDZIE AVE,60651,1154894.66557278,1905152.88117411,27,11,23,,41.89561531354531,-87.70670532510552,"(41.89561531354531, -87.70670532510552)"
03/25/2016,Completed,03/25/2016,16-02013627,Pothole in Street,Final Outcome,Pothole Patched,4,1700 N MARCEY ST,60614,1169047.59397767,1911637.52422713,2,18,7,,41.9130574403361,-87.65458364352062,"(41.9130574403361, -87.65458364352062)"
03/25/2016,Completed,03/25/2016,16-02013611,Pothole in Street,Final Outcome,Pothole Patched,3,8100 S COTTAGE GROVE AVE,60619,1182964.33602243,1851467.28347335,8,6,44,51,41.74753328628257,-87.60527880084241,"(41.74753328628257, -87.60527880084241)"
03/25/2016,Completed,03/25/2016,16-02013545,Pothole in Street,Final Outcome,Pothole Patched,4,8058 S COTTAGE GROVE AVE,60619,1182955.93602243,1851743.28347335,8,6,44,51,41.74771621096999,-87.60528454646922,"(41.74771621096999, -87.60528454646922)"
03/25/2016,Completed,03/25/2016,16-02013372,Pothole in Street,Final Outcome,Pothole Patched,37,4200 N LAMON AVE,60641,1142921.79948255,1927475.04330173,45,16,15,,41.95708495146844,-87.75012388926243,"(41.95708495146844, -87.75012388926243)"
03/25/2016,Completed,03/25/2016,16-02013355,Pothole in Street,Final Outcome,Pothole Patched,6,532 E 78TH ST,60619,1181255.13153328,1853411.9488044,6,6,69,,41.753114040531216,-87.6112813090749,"(41.753114040531216, -87.6112813090749)"
03/25/2016,Completed,03/25/2016,16-02013309,Pothole in Street,Final Outcome,Pothole Patched,7,600 E 79TH ST,60619,1181603.33227497,1852757.50138465,6,6,69,51,41.75131012959701,-87.6100253586322,"(41.75131012959701, -87.6100253586322)"
03/25/2016,Completed,03/25/2016,16-02013282,Pothole in Street,Final Outcome,Pothole Patched,36,700 E 79TH ST,60619,1182264.85942186,1852779.16318803,6,6,69,51,41.7513542375092,-87.60760036834247,"(41.7513542375092, -87.60760036834247)"
03/25/2016,Completed,03/25/2016,16-02013211,Pothole in Street,Final Outcome,Pothole Patched,41,701 E 79TH ST,60619,1182275.55942186,1852779.46318803,6,6,44,51,41.7511347558567,-87.6075938232645,"(41.7511347558567, -87.6075938232645)"
03/25/2016,Completed,03/25/2016,16-02013209,Pothole in Street,Final Outcome,Pothole Patched,47,601 E 79TH ST,60619,1181614.03227497,1852757.80138465,6,6,44,51,41.751090653649996,-87.61001847700093,"(41.751090653649996, -87.61001847700093)"
03/25/2016,Completed,03/25/2016,16-02013204,Pothole in Street,Final Outcome,Pothole Patched,45,501 E 79TH ST,60619,1180953.87917283,1852737.48411841,6,6,44,51,41.7510499512644,-87.61243838841277,"(41.7510499512644, -87.61243838841277)"
03/25/2016,Completed,03/25/2016,16-02013196,Pothole in Street,Final Outcome,Pothole Patched,35,433 E 79TH ST,60619,1180617.66249052,1852727.29928727,6,6,44,51,41.75103049992091,-87.61364868855419,"(41.75103049992091, -87.61364868855419)"
03/25/2016,Completed,03/25/2016,16-02012990,Pothole in Street,Final Outcome,Pothole Patched,21,701 E 111TH ST,60628,1182996.44010829,1831495.01670269,9,5,50,,41.69270620076741,-87.60596874105357,"(41.69270620076741, -87.60596874105357)"
03/25/2016,Completed,03/25/2016,16-02012978,Pothole in Street,Final Outcome,Pothole Patched,16,619 E 111TH ST,60628,1182398.6699672,1831480.64002001,9,5,50,,41.692689226417535,-87.6076505572981,"(41.692689226417535, -87.6076505572981)"
03/25/2016,Completed,03/25/2016,16-02012927,Pothole in Street,Final Outcome,Pothole Patched,2,3800 N LECLAIRE AVE,60641,1141682.82656692,1924783.64968691,45,16,15,,41.94971792579149,-87.75474345911836,"(41.94971792579149, -87.75474345911836)"
03/25/2016,Completed,03/25/2016,16-02012027,Pothole in Street,Final Outcome,Pothole Patched,16,6200 N LEMONT AVE,60646,1144151.67462539,1940851.48560194,39,17,12,,41.99385597604837,-87.74517479205504,"(41.99385597604837, -87.74517479205504)"
03/25/2016,Completed,03/25/2016,16-02012017,Pothole in Street,Final Outcome,Pothole Patched,15,5700 N LEONARD AVE,60646,1137879.46960978,1938430.92019001,39,16,11,,41.98712566925048,-87.76837447601952,"(41.98712566925048, -87.76837447601952)"
03/25/2016,Completed,03/25/2016,16-02012003,Pothole in Street,Final Outcome,Pothole Patched,40,6300 N LE MAI AVE,60646,1140633.77148398,1941449.61339377,39,16,12,,41.99556424770373,-87.75809890461049,"(41.99556424770373, -87.75809890461049)"
03/25/2016,Completed,03/25/2016,16-02011803,Pothole in Street,Final Outcome,Pothole Patched,52,1000 N LEAVITT ST,60622,1161557.01168518,1906628.33680192,2,12,24,,41.899509486791864,-87.6821938891045,"(41.899509486791864, -87.6821938891045)"
03/25/2016,Completed,03/25/2016,16-02011790,Pothole in Street,Final Outcome,Pothole Patched,64,957 N LEAVITT ST,60622,1161562.42821316,1906420.98787744,2,12,24,,41.89935965685184,-87.68189650291991,"(41.89935965685184, -87.68189650291991)"
03/25/2016,Completed,03/25/2016,16-02011726,Pothole in Street,Final Outcome,Pothole Patched,21,2300 W AUGUSTA BLVD,60622,1160892.79567069,1906607.1539012,1,12,24,,41.899528633581454,-87.68461313150412,"(41.899528633581454, -87.68461313150412)"
03/25/2016,Completed,03/25/2016,16-02011022,Pothole in Street,Final Outcome,Pothole Patched,19,7032 W 60TH ST,60638,1130535.7799745,1863927.35000939,23,8,64,,41.782976102809826,-87.79741251227959,"(41.782976102809826, -87.79741251227959)"
03/25/2016,Completed,03/25/2016,16-02010855,Pothole in Street,Final Outcome,Pothole Patched,26,4932 W 64TH ST,60638,1144485.59722044,1861707.56061299,13,8,64,,41.77664442555145,-87.74594168829944,"(41.77664442555145, -87.74594168829944)"
03/25/2016,Completed,03/25/2016,16-02008154,Pothole in Street,Final Outcome,Pothole Patched,29,8125 S KARLOV AVE,60652,1150695.96999213,1850269.04986738,18,8,70,,41.74499530868124,-87.72326026035094,"(41.74499530868124, -87.72326026035094)"
03/25/2016,Completed,03/25/2016,16-02006323,Pothole in Street,Final Outcome,Pothole Patched,5,10059 S WESTERN AVE,60643,1162158.10112629,1837868.56547596,19,22,72,20,41.71011639040338,-87.68158724906398,"(41.71011639040338, -87.68158724906398)"
03/25/2016,Completed,03/25/2016,16-02006232,Pothole in Street,Final Outcome,Pothole Patched,11,1759 W 95TH ST,60643,1166152.2660976,1841683.67110267,19,22,72,4,41.721043318332356,-87.66707542362587,"(41.721043318332356, -87.66707542362587)"
03/25/2016,Completed,03/25/2016,16-02006186,Pothole in Street,Final Outcome,Pothole Patched,10,1700 W 95TH ST,60643,1166727.49679153,1841698.77229701,19,22,72,4,41.72129369943388,-87.66482918270572,"(41.72129369943388, -87.66482918270572)"
03/24/2016,Completed,03/29/2016,16-01984321,Pothole in Street,Final Outcome,Completed Upon Arrival,0,2463 W FOSTER AVE,60625,1158741.327675,1934451.00735,40,20,4,,41.97576150807243,-87.6916381158054,"(41.97576150807243, -87.6916381158054)"
03/24/2016,Completed,03/30/2016,16-01994280,Pothole in Street,Final Outcome,Pothole Patched,85,1600 E 86TH ST,60617,1188418.97380621,1848274.18352366,8,4,45,50,41.738849133696206,-87.5851309511403,"(41.738849133696206, -87.5851309511403)"
03/24/2016,Completed,03/30/2016,16-01991587,Pothole in Street,Final Outcome,No Potholes Found,0,9500 S STATE ST,60628,1177968.25442431,1841966.54150227,21,5,49,,41.721570706445625,-87.62387335386748,"(41.721570706445625, -87.62387335386748)"
03/24/2016,Completed,03/30/2016,16-01986863,Pothole in Street,Final Outcome,Pothole Patched,13,4715 S KOSTNER AVE,60632,1147820.56992036,1873003.60358949,14,8,57,,41.80726118590243,-87.7332137100802,"(41.80726118590243, -87.7332137100802)"
03/24/2016,Completed,03/30/2016,16-01985640,Pothole in Street,Final Outcome,Pothole Patched,25,5352 W CORNELIA AVE,60641,1140060.1282875,1922750.85337761,30,16,15,,41.944228040753465,-87.76142620639463,"(41.944228040753465, -87.76142620639463)"
03/24/2016,Completed,03/30/2016,16-01979912,Pothole in Street,Final Outcome,Pothole Patched,20,11150 S HOMAN AVE,60655,1155660.14910929,1830796.22217056,19,22,74,55,41.69002204545097,-87.70578933365742,"(41.69002204545097, -87.70578933365742)"
03/24/2016,Completed,03/29/2016,16-01976438,Pothole in Street,Final Outcome,Pothole Patched,25,10323 S HOXIE AVE,60617,1195171.28017877,1837040.53338618,7,4,51,,41.70744799720783,-87.56073042253499,"(41.70744799720783, -87.56073042253499)"
03/24/2016,Completed,03/29/2016,16-01995687,Pothole in Street,Final Outcome,CDOT Pavement Cave-In Survey Transfer Outcome,0,799 N CENTRAL PARK AVE,60624,1152238.27628428,1905099.90752721,27,11,23,63,41.895371653325924,-87.71616439835574,"(41.895371653325924, -87.71616439835574)"
03/24/2016,Completed,03/29/2016,16-01993607,Pothole in Street,Final Outcome,Pothole Patched,1,9954 S COMMERCIAL AVE,60617,1197858.24250154,1839463.75897374,10,4,51,,41.71382910003297,-87.55109310584518,"(41.71382910003297, -87.55109310584518)"
03/24/2016,Completed,03/29/2016,16-01993569,Pothole in Street,Final Outcome,Pothole Patched,8,3002 E 92ND ST,60617,1197764.69332483,1844535.66120083,10,4,46,5,41.728361598629945,-87.55106418359716,"(41.728361598629945, -87.55106418359716)"
03/24/2016,Completed,03/29/2016,16-01992205,Pothole in Street,Final Outcome,No Potholes Found,0,928 E OAKWOOD BLVD,60653,1183286.83289297,1879460.40093266,4,2,36,,41.824772606488864,-87.60244998956527,"(41.824772606488864, -87.60244998956527)"
03/24/2016,Completed,03/29/2016,16-01991033,Pothole in Street,Final Outcome,Pothole Patched,66,7021 W 63RD PL,60638,1130689.93331778,1861623.58008301,23,8,64,,41.776438609698744,-87.79681844648856,"(41.776438609698744, -87.79681844648856)"
03/24/2016,Completed,03/29/2016,16-01990249,Pothole in Street,Final Outcome,Pothole Patched,34,4500 S SPAULDING AVE,60632,1155125.63491118,1874583.73018639,14,8,58,39,41.81157216507504,-87.706670226866,"(41.81157216507504, -87.706670226866)"
03/24/2016,Completed,03/29/2016,16-01987680,Pothole in Street,Final Outcome,Pothole Patched,4,8000 S SOUTH SHORE DR,60617,1198542.53922636,1852527.044428,7,4,46,,41.75006707674883,-87.54816253016868,"(41.75006707674883, -87.54816253016868)"
03/24/2016,Completed,03/29/2016,16-01987640,Pothole in Street,Final Outcome,No Potholes Found,0,8100 S BRANDON AVE,60617,1198889.9299943,1851873.86997176,7,4,46,,41.748265437177196,-87.54691104575787,"(41.748265437177196, -87.54691104575787)"
03/24/2016,Completed,03/29/2016,16-01986947,Pothole in Street,Final Outcome,CDOT Alley Pot Hole Transfer Outcome,0,3424 N OZANAM AVE,60634,1123483.92967396,1921766.23009041,38,16,17,,41.94202956731376,-87.82171777545001,"(41.94202956731376, -87.82171777545001)"
03/24/2016,Completed,03/29/2016,16-01982224,Pothole in Street,Final Outcome,Pothole Patched,5,2033 W NORTH AVE,60647,1162530.01848325,1910642.84219595,1,14,24,33,41.91034990831966,-87.67885054253232,"(41.91034990831966, -87.67885054253232)"
03/24/2016,Completed,03/28/2016,16-01997164,Pothole in Street,Final Outcome,Pothole Patched,81,6100 S WHIPPLE ST,60629,1157095.87462248,1864030.02096884,16,8,66,,41.782569020888204,-87.69972884930729,"(41.782569020888204, -87.69972884930729)"
03/24/2016,Completed,03/28/2016,16-01994026,Pothole in Street,Final Outcome,Pothole Patched,84,1600 E 85TH PL,60617,1188410.86580232,1848607.12041414,8,4,45,50,41.73976217047332,-87.5851488187087,"(41.73976217047332, -87.5851488187087)"
03/24/2016,Completed,03/28/2016,16-01993897,Pothole in Street,Final Outcome,Pothole Patched,7,1600 E 85TH ST,60617,1188400.36121851,1848938.71793402,8,4,45,50,41.74067245647215,-87.58517646989962,"(41.74067245647215, -87.58517646989962)"
03/24/2016,Completed,03/28/2016,16-01993568,Pothole in Street,Final Outcome,Pothole Patched,35,2107 W 65TH ST,60636,1163405.51871122,1861529.450105,16,7,67,,41.77556151863688,-87.67655985420447,"(41.77556151863688, -87.67655985420447)"
03/24/2016,Completed,03/28/2016,16-01993052,Pothole in Street,Final Outcome,Pothole Patched,4,5729 S TRIPP AVE,60629,1149012.31778479,1866274.23018917,13,8,62,,41.78863472541192,-87.72900841904087,"(41.78863472541192, -87.72900841904087)"
03/24/2016,Completed,03/28/2016,16-01993032,Pothole in Street,Final Outcome,Pothole Patched,2,1129 W WASHBURNE AVE,60608,1169028.89151065,1894496.08472142,25,12,28,,41.86604986240033,-87.65537740390671,"(41.86604986240033, -87.65537740390671)"
03/24/2016,Completed,03/28/2016,16-01992478,Pothole in Street,Final Outcome,Pothole Patched,7,3501 N ALBANY AVE,60618,1155099.47340978,1923098.08008913,33,17,21,,41.94481384875393,-87.70517454219926,"(41.94481384875393, -87.70517454219926)"
03/24/2016,Completed,03/28/2016,16-01992450,Pothole in Street,Final Outcome,Pothole Patched,21,206 W 79TH ST,60620,1176245.57988313,1852589.72368017,17,6,69,32,41.75096946928678,-87.62979930473396,"(41.75096946928678, -87.62979930473396)"
03/24/2016,Completed,03/28/2016,16-01990486,Pothole in Street,Final Outcome,Pothole Patched,1,11500 S MARSHFIELD AVE,60643,1167430.75101927,1828446.71111645,34,22,75,,41.684708762863465,-87.66285575757463,"(41.684708762863465, -87.66285575757463)"
03/24/2016,Completed,03/28/2016,16-01988752,Pothole in Street,Final Outcome,WM Sewer Cave In Inspection Transfer Outcome,0,500 W OAK ST,60610,1172703.06996795,1907073.39918872,27,18,8,,41.90055720097181,-87.64111778597695,"(41.90055720097181, -87.64111778597695)"
03/24/2016,Completed,03/28/2016,16-01988492,Pothole in Street,Final Outcome,Pothole Patched,7,999 N CAMBRIDGE AVE,60610,1172482.94999296,1907066.33571892,27,18,8,,41.900403060043004,-87.64175567515895,"(41.900403060043004, -87.64175567515895)"
03/24/2016,Completed,03/28/2016,16-01983367,Pothole in Street,Final Outcome,Pothole Patched,1,6810 S TRIPP AVE,60629,1149211.65246651,1859101.16380963,13,8,65,,41.76909991576871,-87.72876245300553,"(41.76909991576871, -87.72876245300553)"
03/24/2016,Completed,03/28/2016,16-01980628,Pothole in Street,Final Outcome,No Potholes Found,0,6429 S LAMON AVE,60638,1144820.4647681,1861521.40949116,13,8,64,,41.775667995783046,-87.74449311707197,"(41.775667995783046, -87.74449311707197)"
03/24/2016,Completed,03/28/2016,16-01980318,Pothole in Street,Final Outcome,Pothole Patched,1,4512 W 60TH ST,60629,1147267.82338957,1864439.8656895,13,8,65,,41.78408788255655,-87.73574885050984,"(41.78408788255655, -87.73574885050984)"
03/24/2016,Completed,03/28/2016,16-01979943,Pothole in Street,Final Outcome,Completed Upon Arrival,0,8400 S BLACKSTONE AVE,60619,1187663.23489174,1849583.55051489,8,4,45,,41.74230005433524,-87.58812226208238,"(41.74230005433524, -87.58812226208238)"
03/24/2016,Completed,03/28/2016,16-01978314,Pothole in Street,Final Outcome,Pothole Patched,16,8300 S BLACKSTONE AVE,60619,1187647.18007961,1850247.06670599,8,4,45,,41.74412163882911,-87.58816025712258,"(41.74412163882911, -87.58816025712258)"
03/24/2016,Completed,03/28/2016,16-01977422,Pothole in Street,Final Outcome,Pothole Patched,1,1700 N LA SALLE DR,60614,1174838.09077103,1911632.50449785,43,18,7,,41.912874937440705,-87.63326563888394,"(41.912874937440705, -87.63326563888394)"
03/24/2016,Completed,03/28/2016,16-01977172,Pothole in Street,Final Outcome,Pothole Patched,2,1829 N LARRABEE ST,60614,1171986.6607675,1912430.28989167,43,18,7,,41.915517781047136,-87.64343187554212,"(41.915517781047136, -87.64343187554212)"
03/24/2016,Completed,03/25/2016,16-01985572,Pothole in Street,Final Outcome,Pothole Patched,2,1600 N TRIPP AVE,60639,1147813.06787411,1910295.38829383,26,25,23,,41.90989136098411,-87.73258428526239,"(41.90989136098411, -87.73258428526239)"
03/24/2016,Completed,03/25/2016,16-01984985,Pothole in Street,Final Outcome,Pothole Patched,7,3914 W LE MOYNE ST,60651,1149963.05451981,1909686.95936889,26,25,23,,41.90819973029866,-87.72473607399652,"(41.90819973029866, -87.72473607399652)"
03/24/2016,Completed,03/25/2016,16-01984490,Pothole in Street,Final Outcome,Pothole Patched,12,1224 N CENTRAL PARK AVE,60651,1152146.4667969,1907916.84081965,26,25,23,,41.90351483044605,-87.71673434621894,"(41.90351483044605, -87.71673434621894)"
03/24/2016,Completed,03/25/2016,16-01982723,Pothole in Street,Final Outcome,Pothole Patched,1,4700 S WOOD ST,60609,1165139.35058706,1873526.95169587,15,9,61,10,41.80846432131948,-87.66997199362659,"(41.80846432131948, -87.66997199362659)"
03/24/2016,Completed,03/25/2016,16-01982659,Pothole in Street,Final Outcome,Pothole Patched,28,4300 S WOOD ST,60609,1165067.54012516,1876176.77708334,15,9,61,,41.81573751813793,-87.67016052671327,"(41.81573751813793, -87.67016052671327)"
03/24/2016,Completed,03/25/2016,16-01982259,Pothole in Street,Final Outcome,Pothole Patched,4,4821 W DEVON AVE,60646,1143022.75420923,1942144.1347673,39,16,12,,41.997180729239716,-87.74926355245482,"(41.997180729239716, -87.74926355245482)"
03/24/2016,Completed,03/25/2016,16-01979031,Pothole in Street,Final Outcome,Pothole Patched,5,1141 W 116TH ST,60643,1170698.45277204,1827869.78917684,34,5,53,,41.6830368341058,-87.65099846203447,"(41.6830368341058, -87.65099846203447)"
03/24/2016,Completed,03/25/2016,16-01978963,Pothole in Street,Final Outcome,Pothole Patched,33,5119 W DAKIN ST,60641,1141528.79652292,1925765.97510147,45,16,15,,41.95226248495673,-87.7554710450692,"(41.95226248495673, -87.7554710450692)"
03/24/2016,Completed,03/25/2016,16-01978283,Pothole in Street,Final Outcome,Pothole Patched,14,500 E 79TH ST,60619,1180943.27917283,1852737.18411841,6,6,69,51,41.751269442221336,-87.61244435995708,"(41.751269442221336, -87.61244435995708)"
03/24/2016,Completed,03/25/2016,16-01977295,Pothole in Street,Final Outcome,Pothole Patched,30,231 W SCOTT ST,60610,1174283.99146572,1908722.36002657,2,18,8,,41.904818711312025,-87.63582314263108,"(41.904818711312025, -87.63582314263108)"
03/24/2016,Completed,03/25/2016,16-01976401,Pothole in Street,Final Outcome,Pothole Patched,6,1200 W DICKENS AVE,60614,1167968.89797511,1914105.19583283,2,18,7,,41.919955745737745,-87.65834317546756,"(41.919955745737745, -87.65834317546756)"
03/24/2016,Completed,03/25/2016,16-01989604,Pothole in Street,Final Outcome,Pothole Patched,7,8948 S MAY ST,60620,1170222.52573148,1845411.00823427,21,22,73,,41.730803091960034,-87.65212753366919,"(41.730803091960034, -87.65212753366919)"
03/24/2016,Completed,03/25/2016,16-01985608,Pothole in Street,Final Outcome,Pothole Patched,18,1554 N KILDARE AVE,60651,1147426.10511127,1910045.68378707,26,25,23,,41.90914285007945,-87.73400898996061,"(41.90914285007945, -87.73400898996061)"
03/24/2016,Completed,03/24/2016,16-01989372,Pothole in Street,Final Outcome,Pothole Patched,53,6400 S NOTTINGHAM AVE,60638,1130172.84717687,1861271.13617804,23,8,64,,41.775544902995996,-87.79850355443229,"(41.775544902995996, -87.79850355443229)"
03/24/2016,Completed,03/24/2016,16-01987671,Pothole in Street,Final Outcome,Pothole Patched,20,2800 N WOLCOTT AVE,60657,1163202.42037439,1918612.18520752,32,19,5,,41.932354237603434,-87.6758155606644,"(41.932354237603434, -87.6758155606644)"
03/24/2016,Completed,03/24/2016,16-01987650,Pothole in Street,Final Outcome,Pothole Patched,16,1900 W BARRY AVE,60657,1163131.22906916,1920603.04521912,32,19,5,,41.93788878943679,-87.67599421801053,"(41.93788878943679, -87.67599421801053)"
03/24/2016,Completed,03/24/2016,16-01987627,Pothole in Street,Final Outcome,Pothole Patched,11,1900 W BELMONT AVE,60657,1163109.5607904,1921266.48460119,32,19,5,,41.939710053620175,-87.6760545527765,"(41.939710053620175, -87.6760545527765)"
03/24/2016,Completed,03/24/2016,16-01987599,Pothole in Street,Final Outcome,Pothole Patched,2,1700 W DIVERSEY PKWY,60614,1164518.88941216,1918643.20593444,32,19,6,,41.93248247354816,-87.67089013449565,"(41.93248247354816, -87.67089013449565)"
03/24/2016,Completed,03/24/2016,16-01987570,Pothole in Street,Final Outcome,Pothole Patched,9,1500 W DIVERSEY PKWY,60614,1165836.00667691,1918678.2212138,32,19,6,27,41.93255021067082,-87.66604833001381,"(41.93255021067082, -87.66604833001381)"
03/24/2016,Completed,03/24/2016,16-01987500,Pothole in Street,Final Outcome,Pothole Patched,18,1300 W DIVERSEY PKWY,60614,1167157.08088179,1918716.47363266,32,19,6,27,41.93262684373331,-87.6611932157633,"(41.93262684373331, -87.6611932157633)"
03/24/2016,Completed,03/24/2016,16-01987412,Pothole in Street,Final Outcome,Pothole Patched,6,845 W DIVERSEY PKWY,60614,1170053.18987828,1918802.92338919,43,19,7,,41.932579515537306,-87.65078397445329,"(41.932579515537306, -87.65078397445329)"
03/24/2016,Completed,03/24/2016,16-01987367,Pothole in Street,Final Outcome,Pothole Patched,2,2211 N CLARK ST,60614,1173356.28496893,1915029.0418863,43,18,7,23,41.92233404211748,-87.63833701754963,"(41.92233404211748, -87.63833701754963)"
03/24/2016,Completed,03/24/2016,16-01987350,Pothole in Street,Final Outcome,Pothole Patched,7,400 W HARRISON ST,60607,1173632.81877015,1897597.6173322,25,1,28,,41.87453386026273,-87.63803948030636,"(41.87453386026273, -87.63803948030636)"
03/24/2016,Completed,03/24/2016,16-01987028,Pothole in Street,Final Outcome,Pothole Patched,6,200 S ALBANY AVE,60612,1155749.62813098,1898825.72862253,28,11,27,,41.87813101152226,-87.70373286694843,"(41.87813101152226, -87.70373286694843)"
03/24/2016,Completed,03/24/2016,16-01984249,Pothole in Street,Final Outcome,Pothole Patched,5,3530 E 110TH ST,60617,1201542.21010234,1832629.61537786,10,4,52,,41.69559310966073,-87.53763797144653,"(41.69559310966073, -87.53763797144653)"
03/24/2016,Completed,03/24/2016,16-01979484,Pothole in Street,Final Outcome,Pothole Patched,1,900 N MICHIGAN AVE,60611,1177325.64999455,1906660.11969498,42,18,8,,41.89924859703626,-87.62427497820545,"(41.89924859703626, -87.62427497820545)"
