CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION
03/30/2016,Completed,03/30/2016,16-02136482,Pothole in Street,Final Outcome,Pothole Patched,15,6000 W 58TH ST,60638,1137376.17322439,1865488.07090977,13,8,56,,41.78714876053846,-87.77191596533973,"(41.78714876053846, -87.77191596533973)"
03/30/2016,Completed,03/30/2016,16-02136513,Pothole in Street,Final Outcome,Pothole Patched,1,6000 W 60TH ST,60638,1137424.28620218,1864150.1293702,13,8,64,,41.78347665918517,-87.77177053706669,"(41.78347665918517, -87.77177053706669)"
03/30/2016,Completed,03/30/2016,16-02136596,Pothole in Street,Final Outcome,Pothole Patched,2,6500 W 59TH ST,60638,1134073.46132848,1864712.43700658,13,8,56,,41.785079076512154,-87.78404318390758,"(41.785079076512154, -87.78404318390758)"
03/30/2016,Completed,03/30/2016,16-02136695,Pothole in Street,Final Outcome,Pothole Patched,3,6600 W 59TH ST,60638,1133407.76568939,1864694.19096678,13,8,56,,41.78504064055657,-87.78648449846874,"(41.78504064055657, -87.78648449846874)"
03/30/2016,Completed,03/30/2016,16-02136750,Pothole in Street,Final Outcome,Pothole Patched,2,6700 W 59TH ST,60638,1132742.53221341,1864675.55413084,13,8,56,,41.7850010355339,-87.78892418956084,"(41.7850010355339, -87.78892418956084)"
03/30/2016,Completed,03/30/2016,16-02136768,Pothole in Street,Final Outcome,Pothole Patched,17,6800 W 59TH ST,60638,1132076.36841805,1864657.05417344,13,8,56,,41.78496217353266,-87.79136602355024,"(41.78496217353266, -87.79136602355024)"
03/30/2016,Completed,03/30/2016,16-02136778,Pothole in Street,Final Outcome,Pothole Patched,16,3845 N CICERO AVE,60641,1143679.22201736,1925230.24367508,45,17,15,28,41.95112319391782,-87.74710499089163,"(41.95112319391782, -87.74710499089163)"
03/30/2016,Completed,03/30/2016,16-02136786,Pothole in Street,Final Outcome,Pothole Patched,4,6900 W 59TH ST,60638,1131414.10672871,1864639.36108987,13,8,56,,41.78492500153787,-87.79379537096702,"(41.78492500153787, -87.79379537096702)"
03/30/2016,Completed,03/30/2016,16-02136792,Pothole in Street,Final Outcome,Pothole Patched,17,5799 W BARRY AVE,60634,1137171.09728208,1920019.71711766,30,25,19,,41.936577655865015,-87.77123040208077,"(41.936577655865015, -87.77123040208077)"
03/30/2016,Completed,03/30/2016,16-02136806,Pothole in Street,Final Outcome,Pothole Patched,10,4400 W 64TH ST,60629,1148140.66512393,1861800.81560856,13,8,65,3,41.77683109261358,-87.73253986688879,"(41.77683109261358, -87.73253986688879)"
03/30/2016,Completed,03/30/2016,16-02136808,Pothole in Street,Final Outcome,Pothole Patched,6,5800 W WELLINGTON AVE,60634,1137192.53120715,1919354.59420537,30,25,19,,41.93496999710197,-87.77129444716077,"(41.93496999710197, -87.77129444716077)"
03/30/2016,Completed,03/30/2016,16-02136830,Pothole in Street,Final Outcome,Pothole Patched,6,4300 W 64TH ST,60629,1148806.00730364,1861815.69637897,13,8,65,3,41.77685932811878,-87.73009981074712,"(41.77685932811878, -87.73009981074712)"
03/30/2016,Completed,03/30/2016,16-02136838,Pothole in Street,Final Outcome,Pothole Patched,12,3045 N MONITOR AVE,60634,1136852.1159924,1919648.38309853,30,25,19,,41.93618385942337,-87.77234544776928,"(41.93618385942337, -87.77234544776928)"
03/30/2016,Completed,03/30/2016,16-02136985,Pothole in Street,Final Outcome,Pothole Patched,13,11300 S MICHIGAN AVE,60628,1178810.06362337,1830061.57439927,9,5,49,40,41.68893609726509,-87.62115217252503,"(41.68893609726509, -87.62115217252503)"
03/30/2016,Completed,03/30/2016,16-02137441,Pothole in Street,Final Outcome,Pothole Patched,1,2132 S HOYNE AVE,60608,1162700.89900121,1889725.61421476,25,12,31,,41.853010658803754,-87.67846344772026,"(41.853010658803754, -87.67846344772026)"
03/30/2016,Completed,03/30/2016,16-02137473,Pothole in Street,Final Outcome,Pothole Patched,116,2100 W 21ST PL,60608,1162700.89900121,1889725.61421476,25,12,31,,41.85316773711615,-87.67844321462039,"(41.85316773711615, -87.67844321462039)"
03/30/2016,Completed,03/30/2016,16-02137502,Pothole in Street,Final Outcome,Pothole Patched,63,2100 S LEAVITT ST,60608,1162024.1564307,1890036.48080176,25,12,31,,41.853878062246444,-87.68093839679045,"(41.853878062246444, -87.68093839679045)"
03/30/2016,Completed,03/30/2016,16-02137522,Pothole in Street,Final Outcome,Pothole Patched,17,1300 W DEVON AVE,60660,1166446.72688078,1942631.93099498,49,24,1,26,41.998268734819575,-87.6631094090999,"(41.998268734819575, -87.6631094090999)"
03/30/2016,Completed,03/30/2016,16-02137537,Pothole in Street,Final Outcome,Pothole Patched,8,1900 W 21ST PL,60608,1164036.40683076,1889760.61130794,25,12,31,,41.85323635515314,-87.67353974105991,"(41.85323635515314, -87.67353974105991)"
03/30/2016,Completed,03/30/2016,16-02137543,Pothole in Street,Final Outcome,Pothole Patched,10,1500 W DEVON AVE,60660,1165112.20992233,1942603.56310774,40,24,1,,41.99821787613215,-87.6680250536495,"(41.99821787613215, -87.6680250536495)"
03/30/2016,Completed,03/30/2016,16-02137830,Pothole in Street,Final Outcome,Pothole Patched,6,1630 W 90TH ST,60620,1166918.23871982,1845005.39401431,21,22,73,,41.73036152881891,-87.66418017088048,"(41.73036152881891, -87.66418017088048)"
03/30/2016,Completed,03/30/2016,16-02138240,Pothole in Street,Final Outcome,Pothole Patched,24,2443 N RICHMOND ST,60647,1156288.917075,1916236.414075,32,14,22,,41.92617055185943,-87.70098247982371,"(41.92617055185943, -87.70098247982371)"
03/30/2016,Completed,03/30/2016,16-02138333,Pothole in Street,Final Outcome,Pothole Patched,28,2500 N ROCKWELL ST,60647,1158612.2260024,1916520.23168254,32,14,22,,41.92674647199482,-87.69274015618683,"(41.92674647199482, -87.69274015618683)"
03/30/2016,Completed,03/30/2016,16-02138352,Pothole in Street,Final Outcome,Pothole Patched,1,2920 W LOGAN BLVD,60647,1156367.56258837,1917147.1329263,32,14,22,,41.92854735313883,-87.70082768290581,"(41.92854735313883, -87.70082768290581)"
03/30/2016,Completed,03/30/2016,16-02138429,Pothole in Street,Final Outcome,Pothole Patched,10,1400 W 113TH PL,60643,1169030.83417564,1829453.85298577,34,22,75,,41.68764027970055,-87.65690863872548,"(41.68764027970055, -87.65690863872548)"
03/30/2016,Completed,03/30/2016,16-02138575,Pothole in Street,Final Outcome,Pothole Patched,2,2600 N RICHMOND ST,60647,1156260.37492463,1917234.40732953,32,14,22,,41.928754030530065,-87.70136313113426,"(41.928754030530065, -87.70136313113426)"
03/30/2016,Completed,03/30/2016,16-02138597,Pothole in Street,Final Outcome,Pothole Patched,2,2727 N RICHMOND ST,60647,1156238.53332062,1917986.73950875,32,14,22,,41.93106767426313,-87.70113615312286,"(41.93106767426313, -87.70113615312286)"
03/30/2016,Completed,03/30/2016,16-02138726,Pothole in Street,Final Outcome,Pothole Patched,113,8500 S EAST END AVE,60617,1189073.81587978,1848957.61199414,8,4,45,50,41.740549093514105,-87.58297421902856,"(41.740549093514105, -87.58297421902856)"
03/30/2016,Completed,03/30/2016,16-02138781,Pothole in Street,Final Outcome,Pothole Patched,91,8600 S EAST END AVE,60617,1189090.3526256,1848293.65568377,8,4,45,50,41.73872686240035,-87.58293484839147,"(41.73872686240035, -87.58293484839147)"
03/30/2016,Completed,03/30/2016,16-02138866,Pothole in Street,Final Outcome,Pothole Patched,1,7500 S LOOMIS BLVD,60620,1168296.98769833,1855044.65837556,17,6,71,,41.75767557369696,-87.65892189126322,"(41.75767557369696, -87.65892189126322)"
03/30/2016,Completed,03/30/2016,16-02128406,Pothole in Street,Final Outcome,Pothole Patched,16,9800 S PROSPECT AVE,60643,1167007.36159554,1839790.47167342,19,22,72,,41.71581614215371,-87.66405106850084,"(41.71581614215371, -87.66405106850084)"
03/30/2016,Completed,03/30/2016,16-02129315,Pothole in Street,Final Outcome,Pothole Patched,18,11000 S THROOP ST,60643,1169620.47591154,1831826.7246664,34,22,75,,41.69398202136467,-87.65474328992393,"(41.69398202136467, -87.65474328992393)"
03/30/2016,Completed,03/30/2016,16-02129397,Pothole in Street,Final Outcome,Pothole Patched,22,10900 S THROOP ST,60643,1169600.09988465,1832489.38410946,34,22,75,,41.69580096105366,-87.65479878468807,"(41.69580096105366, -87.65479878468807)"
03/30/2016,Completed,03/30/2016,16-02129487,Pothole in Street,Final Outcome,Pothole Patched,2,11405 S CHURCH ST,60643,1165996.02189349,1829231.47498032,34,22,75,,41.68684217709499,-87.66786519748885,"(41.68684217709499, -87.66786519748885)"
03/30/2016,Completed,03/30/2016,16-02129501,Pothole in Street,Final Outcome,Pothole Patched,1,11448 S CHURCH ST,60643,1165835.32189349,1828844.97498032,34,22,75,,41.68583620955191,-87.66875503171234,"(41.68583620955191, -87.66875503171234)"
03/30/2016,Completed,03/30/2016,16-02129537,Pothole in Street,Final Outcome,Pothole Patched,11,1300 W 18TH ST,60608,1167984.12290515,1891534.50209971,25,12,31,,41.85802061975025,-87.65890689041949,"(41.85802061975025, -87.65890689041949)"
03/30/2016,Completed,03/30/2016,16-02131787,Pothole in Street,Final Outcome,Pothole Patched,38,8400 S PEORIA ST,60620,1171767.23492743,1849140.59186922,21,6,71,,41.74140637046959,-87.64634982099761,"(41.74140637046959, -87.64634982099761)"
03/30/2016,Completed,03/30/2016,16-02131817,Pothole in Street,Final Outcome,Pothole Patched,46,8500 S PEORIA ST,60620,1171794.11857463,1848474.95016868,21,6,71,,41.73957456914091,-87.6462970000999,"(41.73957456914091, -87.6462970000999)"
03/30/2016,Completed,03/30/2016,16-02131830,Pothole in Street,Final Outcome,Pothole Patched,51,8500 S GREEN ST,60620,1172126.17026673,1848482.67743394,21,6,71,,41.73958876271232,-87.64508048704073,"(41.73958876271232, -87.64508048704073)"
03/30/2016,Completed,03/30/2016,16-02131850,Pothole in Street,Final Outcome,Pothole Patched,29,825 W 86TH ST,60620,1172235.54393199,1847823.83008856,21,6,71,,41.737762352036796,-87.64450654671793,"(41.737762352036796, -87.64450654671793)"
03/30/2016,Completed,03/30/2016,16-02131861,Pothole in Street,Final Outcome,Pothole Patched,2,8738 S MORGAN ST,60620,1171173.52543224,1846879.48192159,21,22,71,,41.734834978256025,-87.64861360664845,"(41.734834978256025, -87.64861360664845)"
03/30/2016,Completed,03/30/2016,16-02131872,Pothole in Street,Final Outcome,Pothole Patched,54,1600 W 84TH ST,60620,1167135.97878556,1849015.2494999,21,6,71,69,41.7413605067249,-87.6632683036746,"(41.7413605067249, -87.6632683036746)"
03/30/2016,Completed,03/30/2016,16-02132160,Pothole in Street,Final Outcome,Pothole Patched,17,827 E 91ST ST,60619,1183493.98176729,1844819.86438402,8,6,44,51,41.72926518344073,-87.60337749140726,"(41.72926518344073, -87.60337749140726)"
03/30/2016,Completed,03/30/2016,16-02132677,Pothole in Street,Final Outcome,Pothole Patched,50,3420 W 63RD ST,60629,1154680.93339543,1862635.51790952,23,8,66,3,41.778987188969275,-87.70886381529702,"(41.778987188969275, -87.70886381529702)"
03/30/2016,Completed,03/30/2016,16-02133673,Pothole in Street,Final Outcome,Pothole Patched,10,3401 W 111TH ST,60655,1155649.14910929,1830795.82217056,19,22,74,55,41.69138205376226,-87.70579542533171,"(41.69138205376226, -87.70579542533171)"
03/30/2016,Completed,03/30/2016,16-02133776,Pothole in Street,Final Outcome,Pothole Patched,27,11202 S HOMAN AVE,60655,1155696.85459485,1830066.41473415,19,22,74,55,41.689445820435495,-87.70576863943191,"(41.689445820435495, -87.70576863943191)"
03/30/2016,Completed,03/30/2016,16-02133810,Pothole in Street,Final Outcome,Pothole Patched,43,10801 S ST LOUIS AVE,60655,1154925.32797028,1832765.08182082,19,22,74,,41.696840452772285,-87.70822738247409,"(41.696840452772285, -87.70822738247409)"
03/30/2016,Completed,03/30/2016,16-02133832,Pothole in Street,Final Outcome,Pothole Patched,1,11010 S KEDZIE AVE,60655,1156981.15389972,1831431.30013125,19,22,74,55,41.693015814018004,-87.70102477600602,"(41.693015814018004, -87.70102477600602)"
03/30/2016,Completed,03/30/2016,16-02134217,Pothole in Street,Final Outcome,Pothole Patched,112,400 E 81ST ST,60619,1180308.10179864,1851385.08698223,6,6,44,,41.747573799872576,-87.61481114321583,"(41.747573799872576, -87.61481114321583)"
03/30/2016,Completed,03/30/2016,16-02134320,Pothole in Street,Final Outcome,Pothole Patched,33,7700 S GREEN ST,60620,1171971.31758759,1853794.88989729,17,6,71,,41.75416921942939,-87.64549213866754,"(41.75416921942939, -87.64549213866754)"
03/30/2016,Completed,03/30/2016,16-02134820,Pothole in Street,Final Outcome,Pothole Patched,8,3800 N CENTRAL PARK AVE,60618,1151714.46968006,1925025.3266881,45,17,16,,41.95023673720378,-87.71786181110352,"(41.95023673720378, -87.71786181110352)"
03/30/2016,Completed,03/30/2016,16-02134856,Pothole in Street,Final Outcome,Pothole Patched,31,6841 W 54TH ST,60638,1131588.27507122,1868013.81533054,23,8,56,,41.79396025606516,-87.79324699095585,"(41.79396025606516, -87.79324699095585)"
03/30/2016,Completed,03/30/2016,16-02134858,Pothole in Street,Final Outcome,Pothole Patched,13,6841 W 53RD ST,60638,1131571.33949344,1868674.12019081,23,8,56,,41.795772468544975,-87.79329442807195,"(41.795772468544975, -87.79329442807195)"
03/30/2016,Completed,03/30/2016,16-02134891,Pothole in Street,Final Outcome,Pothole Patched,11,3700 N CENTRAL PARK AVE,60618,1151732.29316679,1924361.37568204,45,17,16,,41.948414933683566,-87.71781398514793,"(41.948414933683566, -87.71781398514793)"
03/30/2016,Completed,03/30/2016,16-02134997,Pothole in Street,Final Outcome,Pothole Patched,7,2300 S INDIANA AVE,60616,1177983.74112507,1889145.78192361,3,1,33,,41.85104054446577,-87.62238659391936,"(41.85104054446577, -87.62238659391936)"
03/30/2016,Completed,03/30/2016,16-02135325,Pothole in Street,Final Outcome,Pothole Patched,40,6839 W 51ST ST,60638,1131580.95987359,1869979.30430429,23,8,56,,41.79936251065192,-87.79329898365307,"(41.79936251065192, -87.79329898365307)"
03/30/2016,Completed,03/30/2016,16-02135598,Pothole in Street,Final Outcome,Pothole Patched,15,1105 W 83RD ST,60620,1170376.35927087,1849768.1239,21,6,71,,41.74313728979479,-87.6513403820382,"(41.74313728979479, -87.6513403820382)"
03/30/2016,Completed,03/30/2016,16-02136165,Pothole in Street,Final Outcome,Pothole Patched,39,6841 W 52ND ST,60638,1131553.505467,1869333.13640531,23,8,56,,41.797581813855764,-87.79334429150634,"(41.797581813855764, -87.79334429150634)"
03/29/2016,Completed,03/29/2016,16-02109455,Pothole in Street,Final Outcome,Pothole Patched,46,6200 S KILPATRICK AVE,60629,1146104.82442798,1863084.46087018,13,8,64,3,41.7801893529021,-87.74005051885237,"(41.7801893529021, -87.74005051885237)"
03/29/2016,Completed,03/29/2016,16-02109180,Pothole in Street,Final Outcome,Pothole Patched,40,8900 S EBERHART AVE,60619,1181134.73800848,1846080.42357338,9,6,44,,41.732839671052865,-87.61215004095179,"(41.732839671052865, -87.61215004095179)"
03/29/2016,Completed,03/29/2016,16-02109128,Pothole in Street,Final Outcome,Pothole Patched,14,8800 S EBERHART AVE,60619,1181115.7991029,1846746.37898547,9,6,44,,41.734667369035186,-87.61219894172787,"(41.734667369035186, -87.61219894172787)"
03/29/2016,Completed,03/30/2016,16-02097250,Pothole in Street,Final Outcome,Pothole Patched,28,12436 S STEWART AVE,60628,1175880.14002052,1822451.69017509,34,5,53,,41.66772006989165,-87.63208819115268,"(41.66772006989165, -87.63208819115268)"
03/29/2016,Completed,03/29/2016,16-02109072,Pothole in Street,Final Outcome,Pothole Patched,16,44 E 89TH ST,60619,1178277.07992344,1845992.58399118,9,6,44,,41.732821952837426,-87.62242680880053,"(41.732821952837426, -87.62242680880053)"
03/29/2016,Completed,03/29/2016,16-02109023,Pothole in Street,Final Outcome,Pothole Patched,3,8930 S PRAIRIE AVE,60619,1179600.94980778,1845712.974607,9,6,44,,41.73192839763607,-87.61778181130818,"(41.73192839763607, -87.61778181130818)"
03/29/2016,Completed,03/29/2016,16-02108157,Pothole in Street,Final Outcome,Pothole Patched,4,4652 N CAMPBELL AVE,60625,1158863.28513355,1930873.74171658,47,19,4,,41.966415688259474,-87.69143155138946,"(41.966415688259474, -87.69143155138946)"
03/29/2016,Completed,03/29/2016,16-02108095,Pothole in Street,Final Outcome,Pothole Patched,3,2455 W LELAND AVE,60625,1159067.50002061,1931136.65110988,47,19,4,21,41.96665564718135,-87.69107533055873,"(41.96665564718135, -87.69107533055873)"
03/29/2016,Completed,03/29/2016,16-02108080,Pothole in Street,Final Outcome,Pothole Patched,50,4870 N FRANCISCO AVE,60625,1156268.18736716,1932316.66990476,40,20,4,,41.970453760829265,-87.70134764840259,"(41.970453760829265, -87.70134764840259)"
03/29/2016,Completed,03/29/2016,16-02106747,Pothole in Street,Final Outcome,Pothole Patched,16,5400 W GLADYS AVE,60644,1140507.94339219,1897815.94142222,29,15,25,,41.87580455914897,-87.75968271078986,"(41.87580455914897, -87.75968271078986)"
03/29/2016,Completed,03/29/2016,16-02106386,Pothole in Street,Final Outcome,Pothole Patched,5,6300 S MOBILE AVE,60638,1135496.31013284,1862080.26619483,23,8,64,,41.77767379405786,-87.7789689433297,"(41.77767379405786, -87.7789689433297)"
03/29/2016,Completed,03/29/2016,16-02105801,Pothole in Street,Final Outcome,Pothole Patched,127,3500 W 64TH ST,60629,1154171.28537809,1861953.42119264,23,8,66,,41.777130828879855,-87.71048338151894,"(41.777130828879855, -87.71048338151894)"
03/29/2016,Completed,03/29/2016,16-02105788,Pothole in Street,Final Outcome,Pothole Patched,8,5255 S LINDER AVE,60638,1140587.8401928,1869160.7171344,14,8,56,,41.796650190198946,-87.75982884977093,"(41.796650190198946, -87.75982884977093)"
03/29/2016,Completed,03/29/2016,16-02105769,Pothole in Street,Final Outcome,Pothole Patched,2,6559 W 60TH ST,60638,1133699.1575096,1864033.65677161,13,8,64,,41.78298949671167,-87.78622977523476,"(41.78298949671167, -87.78622977523476)"
03/29/2016,Completed,03/29/2016,16-02105534,Pothole in Street,Final Outcome,Pothole Patched,1,4801 S OAKLEY AVE,60609,1161845.29397552,1872783.02001137,15,9,61,,41.80657166072871,-87.68178315198959,"(41.80657166072871, -87.68178315198959)"
03/29/2016,Completed,03/29/2016,16-02105520,Pothole in Street,Final Outcome,Pothole Patched,1,3100 W 45TH ST,60632,1156454.71372051,1874641.94648101,14,9,58,,41.81190527076043,-87.70171549690706,"(41.81190527076043, -87.70171549690706)"
03/29/2016,Completed,03/29/2016,16-02103876,Pothole in Street,Final Outcome,Pothole Patched,23,6959 W 64TH ST,60638,1131117.14968156,1861296.65829309,23,8,64,,41.775526017821264,-87.79576608038077,"(41.775526017821264, -87.79576608038077)"
03/29/2016,Completed,03/29/2016,16-02103874,Pothole in Street,Final Outcome,Pothole Patched,75,6300 S SAYRE AVE,60638,1130820.80412917,1861937.25437019,23,8,64,,41.777364846629354,-87.79611297506088,"(41.777364846629354, -87.79611297506088)"
03/29/2016,Completed,03/29/2016,16-02103627,Pothole in Street,Final Outcome,Pothole Patched,8,9757 S WABASH AVE,60628,1178290.64082274,1840156.20740426,9,5,49,,41.71638600153276,-87.62222585777502,"(41.71638600153276, -87.62222585777502)"
03/29/2016,Completed,03/30/2016,16-02098717,Pothole in Street,Final Outcome,Pothole Patched,7,9100 S GREENWOOD AVE,60619,1185136.79651513,1844865.2525746,8,4,47,,41.72936720516744,-87.59752637343215,"(41.72936720516744, -87.59752637343215)"
03/29/2016,Completed,03/29/2016,16-02103605,Pothole in Street,Final Outcome,Pothole Patched,31,10100 S INDIANA AVE,60628,1179366.36189933,1838046.77461973,9,5,49,,41.71078969822558,-87.6188718226831,"(41.71078969822558, -87.6188718226831)"
03/29/2016,Completed,03/30/2016,16-02099146,Pothole in Street,Final Outcome,Pothole Patched,5,4644 S CHRISTIANA AVE,60632,1154841.9000713,1873642.62730464,14,8,58,,41.80855877926217,-87.70772212501944,"(41.80855877926217, -87.70772212501944)"
03/29/2016,Completed,03/30/2016,16-02100373,Pothole in Street,Final Outcome,Pothole Patched,20,100 E 23RD ST,60616,1177570.67559446,1889134.61547318,3,1,33,,41.85122371865436,-87.62372556911757,"(41.85122371865436, -87.62372556911757)"
03/29/2016,Completed,03/30/2016,16-02101091,Pothole in Street,Final Outcome,Pothole Patched,7,651 W 122ND ST,60628,1174091.00838671,1823976.26137766,34,5,53,,41.67227155177285,-87.63899292267838,"(41.67227155177285, -87.63899292267838)"
03/29/2016,Completed,03/30/2016,16-02101831,Pothole in Street,Final Outcome,Pothole Patched,3,5000 W 64TH ST,60638,1144154.45008399,1861697.00567276,13,8,64,,41.77662195030239,-87.74714195467342,"(41.77662195030239, -87.74714195467342)"
03/29/2016,Completed,03/30/2016,16-02101853,Pothole in Street,Final Outcome,Pothole Patched,6,4800 W 64TH ST,60638,1145480.93446985,1861739.76378585,13,8,64,3,41.77671434452335,-87.74225953054247,"(41.77671434452335, -87.74225953054247)"
03/29/2016,Completed,03/30/2016,16-02101864,Pothole in Street,Final Outcome,Pothole Patched,13,2723 E 131ST ST,60633,1196356.69602602,1818688.75030375,10,4,55,,41.65725465421245,-87.55686463532157,"(41.65725465421245, -87.55686463532157)"
03/29/2016,Completed,03/30/2016,16-02101924,Pothole in Street,Final Outcome,Pothole Patched,2,6058 S MOBILE AVE,60638,1135441.88993434,1863693.63422284,13,8,64,,41.78148036014172,-87.77910621330443,"(41.78148036014172, -87.77910621330443)"
03/29/2016,Completed,03/30/2016,16-02104121,Pothole in Street,Final Outcome,Pothole Patched,3,55 W JACKSON BLVD,60604,1175844.68358904,1898976.81819175,4,1,32,,41.87804984250302,-87.62984030496821,"(41.87804984250302, -87.62984030496821)"
03/29/2016,Completed,03/30/2016,16-02104806,Pothole in Street,Final Outcome,Pothole Patched,22,4000 S FRANCISCO AVE,60632,1157679.69512846,1877988.86056891,12,9,58,,41.820908935633035,-87.6972121902554,"(41.820908935633035, -87.6972121902554)"
03/29/2016,Completed,03/30/2016,16-02106563,Pothole in Street,Final Outcome,Pothole Patched,44,7600 S ASHLAND AVE,60620,1166993.66637098,1854320.79927822,17,6,71,,41.75571944084707,-87.66371778419492,"(41.75571944084707, -87.66371778419492)"
03/29/2016,Completed,03/30/2016,16-02106582,Pothole in Street,Final Outcome,Pothole Patched,8,3135 E 126TH ST,60633,1199151.30478344,1822118.58219586,10,4,51,,41.66659075798808,-87.54681376846789,"(41.66659075798808, -87.54681376846789)"
03/29/2016,Completed,03/30/2016,16-02106607,Pothole in Street,Final Outcome,Pothole Patched,1,12520 S TORRENCE AVE,60633,1195765.89229121,1822617.31686588,10,4,51,,41.66790097815811,-87.55941549365394,"(41.66790097815811, -87.55941549365394)"
03/29/2016,Completed,03/30/2016,16-02107261,Pothole in Street,Final Outcome,Pothole Patched,37,1450 W 113TH PL,60643,1168539.11619122,1829440.94218999,34,22,75,,41.687615236479026,-87.65877554592781,"(41.687615236479026, -87.65877554592781)"
03/29/2016,Completed,03/30/2016,16-02108000,Pothole in Street,Final Outcome,Pothole Patched,27,8800 S CORNELL AVE,60617,1188774.75191497,1846957.5811206,8,4,48,50,41.73502611782519,-87.58413278435451,"(41.73502611782519, -87.58413278435451)"
03/29/2016,Completed,03/30/2016,16-02108007,Pothole in Street,Final Outcome,Pothole Patched,22,8900 S CORNELL AVE,60617,1188790.58842409,1846320.72138726,8,4,48,50,41.733270767216936,-87.58409496218195,"(41.733270767216936, -87.58409496218195)"
03/29/2016,Completed,03/30/2016,16-02110496,Pothole in Street,Final Outcome,Pothole Patched,3,12200 S ADA ST,60643,1169540.19826875,1823856.24098966,34,5,53,,41.6720660642743,-87.65526571436972,"(41.6720660642743, -87.65526571436972)"
03/29/2016,Completed,03/30/2016,16-02111521,Pothole in Street,Final Outcome,Pothole Patched,23,6350 S LONG AVE,60638,1141499.68996749,1861857.06002312,13,8,64,,41.77670440677013,-87.7569574267747,"(41.77670440677013, -87.7569574267747)"
03/29/2016,Completed,03/30/2016,16-02112266,Pothole in Street,Final Outcome,Pothole Patched,25,2110 S PEORIA ST,60608,1170914.00681577,1890057.00721512,25,12,31,,41.85356250011752,-87.64830294815457,"(41.85356250011752, -87.64830294815457)"
03/29/2016,Completed,03/30/2016,16-02112878,Pothole in Street,Final Outcome,Pothole Patched,3,532 S CANAL ST,60607,1173189.18779135,1897860.87460893,25,1,28,,41.87459406842723,-87.63972248606055,"(41.87459406842723, -87.63972248606055)"
03/29/2016,Completed,03/30/2016,16-02112944,Pothole in Street,Final Outcome,CDOT Pavement Cave-In Survey Transfer Outcome,0,5221 S NEWCASTLE AVE,60638,1131602.005467,1869194.43640531,23,8,56,,41.79704685765108,-87.79278392396911,"(41.79704685765108, -87.79278392396911)"
03/29/2016,Completed,03/30/2016,16-02113052,Pothole in Street,Final Outcome,Pothole Patched,8,4627 S DAMEN AVE,60609,1163733.2550669,1873977.0627255,15,9,61,10,41.809507181598285,-87.67450625697826,"(41.809507181598285, -87.67450625697826)"
03/29/2016,Completed,03/30/2016,16-02120361,Pothole in Street,Final Outcome,Completed Upon Arrival,0,10534 S RIDGEWAY AVE,60655,1153206.66006694,1834487.19689221,19,22,74,,41.70131836609668,-87.71475719951243,"(41.70131836609668, -87.71475719951243)"
03/29/2016,Completed,03/30/2016,16-02121029,Pothole in Street,Final Outcome,Pothole Patched,18,4700 S KENNETH AVE,60632,1147483.529801,1873095.75220467,14,8,57,,41.807636054369326,-87.73474070502583,"(41.807636054369326, -87.73474070502583)"
03/29/2016,Completed,03/30/2016,16-02122466,Pothole in Street,Final Outcome,WM Sewer Cave In Inspection Transfer Outcome,0,5639 S THROOP ST,60636,1168620.41227391,1867372.57388743,16,7,67,,41.791149300952824,-87.65708007980216,"(41.791149300952824, -87.65708007980216)"
03/29/2016,Completed,03/30/2016,16-02123000,Pothole in Street,Final Outcome,Completed Upon Arrival,0,4219 W 50TH ST,60632,1149002.97710067,1871132.87432751,14,8,57,,41.80220343255962,-87.72920949329942,"(41.80220343255962, -87.72920949329942)"
03/29/2016,Completed,03/30/2016,16-02097220,Pothole in Street,Final Outcome,Pothole Patched,23,12000 S LOWE AVE,60628,1174141.29091394,1825304.54837516,34,5,53,,41.67594287621528,-87.63838302060837,"(41.67594287621528, -87.63838302060837)"
03/29/2016,Completed,03/29/2016,16-02103511,Pothole in Street,Final Outcome,Pothole Patched,1,204 E 102ND ST,60628,1179426.16140428,1837384.41838129,9,5,49,,41.709174418380925,-87.61845943099287,"(41.709174418380925, -87.61845943099287)"
03/29/2016,Completed,03/29/2016,16-02099733,Pothole in Street,Final Outcome,Pothole Patched,1,701 S MICHIGAN AVE,60605,1177384.38898001,1897163.18293044,4,1,32,,41.87309941484565,-87.62405156999772,"(41.87309941484565, -87.62405156999772)"
03/29/2016,Completed,03/29/2016,16-02099343,Pothole in Street,Final Outcome,Pothole Patched,5,1999 S HARDING AVE,60623,1150377.47671495,1889766.26989557,24,10,29,,41.85350163986623,-87.72340375627473,"(41.85350163986623, -87.72340375627473)"
03/29/2016,Completed,03/29/2016,16-02099279,Pothole in Street,Final Outcome,Pothole Patched,23,2100 S HARDING AVE,60623,1150377.47671495,1889766.26989557,24,10,29,,41.85332532164403,-87.72369290569759,"(41.85332532164403, -87.72369290569759)"
